abbreviation,band,chebl_id,chromosome,description,ensembl_gene,ensembl_trans,entrez_id,gend,gene_number,gene_type,genecards,genes_id,goTermAccession,goTermDefinition,goTermName,gstart,humanProteomeAtlasAB,lastModified,mimAccession,mimDescription,modifiedBy,strand,symbol,tend,tstart,ucsc,uniprot_gname,url,wikigene
,,CHEMBL2362992,4,phosphoribosyl pyrophosphate amidotransferase [Source:HGNC Symbol;Acc:HGNC:9238],ENSG00000128059,ENST00000264220,5471,56435615,5471.1,,,966,,,,56393362,,2015-06-09T13:57:59Z,,,,,PPAT,56435615,56393362,,PPAT,http://vmh.uni.lu/_api/genes/966/?format=pcsv,
,,,22,"solute carrier family 25 (glutamate carrier), member 18 [Source:HGNC Symbol;Acc:HGNC:10988]",ENSG00000182902,ENST00000327451,83733,17590994,83733.1,,,967,,,,17563439,,2015-06-09T13:57:59Z,,,,,SLC25A18,17590994,17563439,,SLC25A18,http://vmh.uni.lu/_api/genes/967/?format=pcsv,
SLC25A22,,,11,"solute carrier family 25 (mitochondrial carrier: glutamate), member 22 [Source:HGNC Symbol;Acc:HGNC:19954]",ENSG00000177542,ENST00000320230,79751,798316,79751.1,,,968,,,,790475,,2015-07-01T19:32:57Z,,,,,SLC25A22,796361,790475,,SLC25A22,http://vmh.uni.lu/_api/genes/968/?format=pcsv,
GCDH,,,19,glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189],ENSG00000105607,ENST00000222214,2639,12914207,2639.1,,,969,,,,12891026,,2015-07-01T19:32:55Z,,,,,GCDH,12899969,12891026,,GCDH,http://vmh.uni.lu/_api/genes/969/?format=pcsv,
GCDH,,,19,glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189],ENSG00000105607,ENST00000222214,2639,12914207,2639.2,,,970,,,,12891026,,2015-07-01T19:32:55Z,,,,,GCDH,12899969,12891026,,GCDH,http://vmh.uni.lu/_api/genes/970/?format=pcsv,
,,,11,"solute carrier family 17 (vesicular glutamate transporter), member 6 [Source:HGNC Symbol;Acc:HGNC:16703]",ENSG00000091664,ENST00000263160,57084,22379503,57084.1,,,971,,,,22338097,,2015-06-09T13:57:59Z,,,,,SLC17A6,22379503,22338097,,SLC17A6,http://vmh.uni.lu/_api/genes/971/?format=pcsv,
,,,12,"solute carrier family 17 (vesicular glutamate transporter), member 8 [Source:HGNC Symbol;Acc:HGNC:20151]",ENSG00000179520,ENST00000323346,246213,100422059,246213.1,,,972,,,,100357079,,2015-06-09T13:57:59Z,,,,,SLC17A8,100422059,100357079,,SLC17A8,http://vmh.uni.lu/_api/genes/972/?format=pcsv,
,,,19,"solute carrier family 17 (vesicular glutamate transporter), member 7 [Source:HGNC Symbol;Acc:HGNC:16704]",ENSG00000104888,ENST00000221485,57030,49442360,57030.1,,,973,,,,49429401,,2015-06-09T13:57:59Z,,,,,SLC17A7,49441551,49429401,,SLC17A7,http://vmh.uni.lu/_api/genes/973/?format=pcsv,
,,,16,lactate dehydrogenase D [Source:HGNC Symbol;Acc:HGNC:19708],ENSG00000166816,ENST00000300051,197257,75116771,197257.1,,,974,,,,75111860,,2015-06-09T13:57:59Z,,,,,LDHD,75116767,75111860,,LDHD,http://vmh.uni.lu/_api/genes/974/?format=pcsv,
,,,16,lactate dehydrogenase D [Source:HGNC Symbol;Acc:HGNC:19708],ENSG00000166816,ENST00000300051,197257,75116771,197257.2,,,975,,,,75111860,,2015-06-09T13:57:59Z,,,,,LDHD,75116767,75111860,,LDHD,http://vmh.uni.lu/_api/genes/975/?format=pcsv,
,,CHEMBL4229,20,hydroxyacid oxidase (glycolate oxidase) 1 [Source:HGNC Symbol;Acc:HGNC:4809],ENSG00000101323,ENST00000378789,54363,7940474,54363.1,,,976,,,,7882981,,2015-06-09T13:57:59Z,,,,,HAO1,7940474,7882981,,HAO1,http://vmh.uni.lu/_api/genes/976/?format=pcsv,
,,,1,hydroxyacid oxidase 2 (long chain) [Source:HGNC Symbol;Acc:HGNC:4810],ENSG00000116882,ENST00000457318,51179,119394130,51179.2,,,977,,,,119368779,,2015-06-09T13:57:59Z,,,,,HAO2,119386694,119368779,,HAO2,http://vmh.uni.lu/_api/genes/977/?format=pcsv,
,,,1,hydroxyacid oxidase 2 (long chain) [Source:HGNC Symbol;Acc:HGNC:4810],ENSG00000116882,ENST00000457318,51179,119394130,51179.1,,,978,,,,119368779,,2015-06-09T13:57:59Z,,,,,HAO2,119386694,119368779,,HAO2,http://vmh.uni.lu/_api/genes/978/?format=pcsv,
GATM,,,15,glycine amidinotransferase (L-arginine:glycine amidinotransferase) [Source:HGNC Symbol;Acc:HGNC:4175],ENSG00000171766,ENST00000396659,2628,45402327,2628.1,,,979,,,,45361124,,2015-07-01T19:32:56Z,,,,,GATM,45378793,45361124,,GATM,http://vmh.uni.lu/_api/genes/979/?format=pcsv,
GRHPR,,,9,glyoxylate reductase/hydroxypyruvate reductase [Source:HGNC Symbol;Acc:HGNC:4570],ENSG00000137106,ENST00000318158,9380,37436990,9380.1,,,980,,,,37422666,,2015-07-01T19:32:56Z,,,,,GRHPR,37436990,37422666,,GRHPR,http://vmh.uni.lu/_api/genes/980/?format=pcsv,
GK,,CHEMBL2300,X,glycerol kinase [Source:HGNC Symbol;Acc:HGNC:4289],ENSG00000198814,ENST00000378946,2710,30731456,2710.2,,,981,,,,30653359,,2015-07-01T19:32:56Z,,,,,GK,30730608,30653359,,GK,http://vmh.uni.lu/_api/genes/981/?format=pcsv,
,,,4,glycerol kinase 2 [Source:HGNC Symbol;Acc:HGNC:4291],ENSG00000196475,ENST00000358842,2712,79408293,2712.1,,,982,,,,79406352,,2015-06-09T13:57:59Z,,,,,GK2,79408293,79406352,,GK2,http://vmh.uni.lu/_api/genes/982/?format=pcsv,
GK,,CHEMBL2300,X,glycerol kinase [Source:HGNC Symbol;Acc:HGNC:4289],ENSG00000198814,ENST00000378946,2710,30731456,2710.1,,,983,,,,30653359,,2015-07-01T19:32:56Z,,,,,GK,30730608,30653359,,GK,http://vmh.uni.lu/_api/genes/983/?format=pcsv,
,,,,,,,,,2713.1,,,984,,,,,,2015-06-09T13:57:59Z,,,,,GK3P,,,,,http://vmh.uni.lu/_api/genes/984/?format=pcsv,
,,,16,hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805],ENSG00000063854,ENST00000564445,3029,1827194,3029.1,,,985,,,,1795620,,2015-06-09T13:57:59Z,,,,,HAGH,1822904,1795620,,HAGH,http://vmh.uni.lu/_api/genes/985/?format=pcsv,
,,,16,hydroxyacylglutathione hydrolase-like [Source:HGNC Symbol;Acc:HGNC:14177],ENSG00000103253,ENST00000549114,84264,735525,84264.2,,,986,,,,726936,,2015-06-09T13:57:59Z,,,,,HAGHL,729733,726936,,HAGHL,http://vmh.uni.lu/_api/genes/986/?format=pcsv,
,,,16,hydroxyacylglutathione hydrolase-like [Source:HGNC Symbol;Acc:HGNC:14177],ENSG00000103253,ENST00000549114,84264,735525,84264.1,,,987,,,,726936,,2015-06-09T13:57:59Z,,,,,HAGHL,729733,726936,,HAGHL,http://vmh.uni.lu/_api/genes/987/?format=pcsv,
,,,1,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:HGNC Symbol;Acc:HGNC:11056]",ENSG00000196517,ENST00000372307,6536,44031467,6536.1,,,988,,,,43991500,,2015-06-09T13:57:59Z,,,,,SLC6A9,44016556,43991500,,SLC6A9,http://vmh.uni.lu/_api/genes/988/?format=pcsv,
,,,1,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9 [Source:HGNC Symbol;Acc:HGNC:11056]",ENSG00000196517,ENST00000372307,6536,44031467,6536.2,,,989,,,,43991500,,2015-06-09T13:57:59Z,,,,,SLC6A9,44016556,43991500,,SLC6A9,http://vmh.uni.lu/_api/genes/989/?format=pcsv,
,,,6,"GDP-mannose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:4369]",ENSG00000112699,ENST00000530927,2762,2245692,2762.1,,,990,,,,1623806,,2015-06-09T13:57:59Z,,,,,GMDS,2175991,1623806,,GMDS,http://vmh.uni.lu/_api/genes/990/?format=pcsv,
,,,6,guanosine monophosphate reductase [Source:HGNC Symbol;Acc:HGNC:4376],ENSG00000137198,ENST00000259727,2766,16295549,2766.1,,,991,,,,16238580,,2015-06-09T13:57:59Z,,,,,GMPR,16295549,16238580,,GMPR,http://vmh.uni.lu/_api/genes/991/?format=pcsv,
,,,14,guanosine monophosphate reductase 2 [Source:HGNC Symbol;Acc:HGNC:4377],ENSG00000100938,ENST00000355299,51292,24239242,51292.1,,,992,,,,24232422,,2015-06-09T13:57:59Z,,,,,GMPR2,24239242,24232422,,GMPR2,http://vmh.uni.lu/_api/genes/992/?format=pcsv,
,,,14,guanosine monophosphate reductase 2 [Source:HGNC Symbol;Acc:HGNC:4377],ENSG00000100938,ENST00000355299,51292,24239242,51292.3,,,993,,,,24232422,,2015-06-09T13:57:59Z,,,,,GMPR2,24239242,24232422,,GMPR2,http://vmh.uni.lu/_api/genes/993/?format=pcsv,
,,,14,guanosine monophosphate reductase 2 [Source:HGNC Symbol;Acc:HGNC:4377],ENSG00000100938,ENST00000355299,51292,24239242,51292.2,,,994,,,,24232422,,2015-06-09T13:57:59Z,,,,,GMPR2,24239242,24232422,,GMPR2,http://vmh.uni.lu/_api/genes/994/?format=pcsv,
,,CHEMBL5721,3,guanine monphosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378],ENSG00000163655,ENST00000496455,8833,155944026,8833.1,,,995,,,,155870536,,2015-06-09T13:57:59Z,,,,,GMPS,155944026,155870536,,GMPS,http://vmh.uni.lu/_api/genes/995/?format=pcsv,
,,,1,phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891],ENSG00000142657,ENST00000491493,5226,10420144,5226.1,,,996,,,,10398592,,2015-06-09T13:57:59Z,,,,,PGD,10411552,10398592,,PGD,http://vmh.uni.lu/_api/genes/996/?format=pcsv,
GNMT,,,6,glycine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:4415],ENSG00000124713,ENST00000372808,27232,42963880,27232.1,,,997,,,,42960758,,2015-07-01T19:32:57Z,,,,,GNMT,42963880,42960758,,GNMT,http://vmh.uni.lu/_api/genes/997/?format=pcsv,
,,,10,"glycerol-3-phosphate acyltransferase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:24865]",ENSG00000119927,ENST00000348367,57678,112215377,57678.1,,,998,,,,112149864,,2015-06-09T13:57:59Z,,,,,GPAM,112183763,112149864,,GPAM,http://vmh.uni.lu/_api/genes/998/?format=pcsv,
,,,4,1-acylglycerol-3-phosphate O-acyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:28157],ENSG00000138678,ENST00000395226,84803,83605875,84803.1,,,999,,,,83535914,,2015-06-09T13:57:59Z,,,,,AGPAT9,83605875,83536108,,AGPAT9,http://vmh.uni.lu/_api/genes/999/?format=pcsv,
,,,2,"glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:27168]",ENSG00000186281,ENST00000359548,150763,96039451,150763.1,,,1000,,,,96021946,,2015-06-09T13:57:59Z,,,,,GPAT2,96034916,96021946,,GPAT2,http://vmh.uni.lu/_api/genes/1000/?format=pcsv,
,,,CHR_HSCHR17_7_CTG4,"phosphatidylinositol glycan anchor biosynthesis, class W [Source:HGNC Symbol;Acc:HGNC:23213]",ENSG00000275600,ENST00000616581,284098,36539673,284098.1,,,1001,,,,36535927,,2015-06-09T13:57:59Z,,,,,PIGW,36539673,36535927,,PIGW,http://vmh.uni.lu/_api/genes/1001/?format=pcsv,
,,,2,post-GPI attachment to proteins 1 [Source:HGNC Symbol;Acc:HGNC:25712],ENSG00000197121,ENST00000354764,80055,196927796,80055.1,,,1002,,,,196833004,,2015-06-09T13:57:59Z,,,,,PGAP1,196926731,196833004,,PGAP1,http://vmh.uni.lu/_api/genes/1002/?format=pcsv,
,,,1,"phosphatidylinositol glycan anchor biosynthesis, class M [Source:HGNC Symbol;Acc:HGNC:18858]",ENSG00000143315,ENST00000368090,93183,160031991,93183.1,,,1003,,,,160027673,,2015-06-09T13:57:59Z,,,,,PIGM,160031991,160027673,,PIGM,http://vmh.uni.lu/_api/genes/1003/?format=pcsv,
,,,3,"phosphatidylinositol glycan anchor biosynthesis, class X [Source:HGNC Symbol;Acc:HGNC:26046]",ENSG00000163964,ENST00000426755,54965,196736007,54965.1,,,1004,,,,196639775,,2015-06-09T13:57:59Z,,,,,PIGX,196731093,196639775,,PIGX,http://vmh.uni.lu/_api/genes/1004/?format=pcsv,
,,CHEMBL2755,8,glutathione reductase [Source:HGNC Symbol;Acc:HGNC:4623],ENSG00000104687,ENST00000221130,2936,30727926,2936.1,,,1005,,,,30678061,,2015-06-09T13:57:59Z,,,,,GSR,30727926,30678061,,GSR,http://vmh.uni.lu/_api/genes/1005/?format=pcsv,
,,,19,peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353],ENSG00000167815,ENST00000334482,7001,12801859,7001.3,,,1006,,,,12796820,,2015-06-09T13:57:59Z,,,,,PRDX2,12801787,12796820,,PRDX2,http://vmh.uni.lu/_api/genes/1006/?format=pcsv,
,,CHEMBL5315,1,peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352],ENSG00000117450,ENST00000319248,5052,45523047,5052.3,,,1007,,,,45511036,,2015-06-09T13:57:59Z,,,,,PRDX1,45521956,45511047,,PRDX1,http://vmh.uni.lu/_api/genes/1007/?format=pcsv,
,,,14,glutathione peroxidase 2 (gastrointestinal) [Source:HGNC Symbol;Acc:HGNC:4554],ENSG00000176153,ENST00000553522,2877,64942905,2877.1,,,1008,,,,64939152,,2015-06-09T13:57:59Z,,,,,GPX2,64942745,64939152,,GPX2,http://vmh.uni.lu/_api/genes/1008/?format=pcsv,
,,CHEMBL2163186,3,glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553],ENSG00000233276,ENST00000419783,2876,49358600,2876.2,,,1009,,,,49357176,,2015-06-09T13:57:59Z,,,,,GPX1,49358600,49357176,,GPX1,http://vmh.uni.lu/_api/genes/1009/?format=pcsv,
,,CHEMBL5315,1,peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352],ENSG00000117450,ENST00000319248,5052,45523047,5052.2,,,1010,,,,45511036,,2015-06-09T13:57:59Z,,,,,PRDX1,45521956,45511047,,PRDX1,http://vmh.uni.lu/_api/genes/1010/?format=pcsv,
,,CHEMBL2163186,3,glutathione peroxidase 1 [Source:HGNC Symbol;Acc:HGNC:4553],ENSG00000233276,ENST00000419783,2876,49358600,2876.1,,,1011,,,,49357176,,2015-06-09T13:57:59Z,,,,,GPX1,49358600,49357176,,GPX1,http://vmh.uni.lu/_api/genes/1011/?format=pcsv,
,,CHEMBL5315,1,peroxiredoxin 1 [Source:HGNC Symbol;Acc:HGNC:9352],ENSG00000117450,ENST00000319248,5052,45523047,5052.1,,,1012,,,,45511036,,2015-06-09T13:57:59Z,,,,,PRDX1,45521956,45511047,,PRDX1,http://vmh.uni.lu/_api/genes/1012/?format=pcsv,
,,,19,peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353],ENSG00000167815,ENST00000334482,7001,12801859,7001.1,,,1013,,,,12796820,,2015-06-09T13:57:59Z,,,,,PRDX2,12801787,12796820,,PRDX2,http://vmh.uni.lu/_api/genes/1013/?format=pcsv,
,,,19,glutathione peroxidase 4 [Source:HGNC Symbol;Acc:HGNC:4556],ENSG00000167468,ENST00000354171,2879,1106791,2879.1,,,1014,,,,1103926,,2015-06-09T13:57:59Z,,,,,GPX4,1106790,1103937,,GPX4,http://vmh.uni.lu/_api/genes/1014/?format=pcsv,
,,,19,peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353],ENSG00000167815,ENST00000334482,7001,12801859,7001.2,,,1015,,,,12796820,,2015-06-09T13:57:59Z,,,,,PRDX2,12801787,12796820,,PRDX2,http://vmh.uni.lu/_api/genes/1015/?format=pcsv,
,,,5,glutathione peroxidase 3 (plasma) [Source:HGNC Symbol;Acc:HGNC:4555],ENSG00000211445,ENST00000388825,2878,151028993,2878.1,,,1016,,,,151020438,,2015-06-09T13:57:59Z,,,,,GPX3,151028993,151020563,,GPX3,http://vmh.uni.lu/_api/genes/1016/?format=pcsv,
,,,6,glutathione peroxidase 6 (olfactory) [Source:HGNC Symbol;Acc:HGNC:4558],ENSG00000198704,ENST00000361902,257202,28528215,257202.1,,,1017,,,,28503296,,2015-06-09T13:57:59Z,,,,,GPX6,28515793,28503296,,GPX6,http://vmh.uni.lu/_api/genes/1017/?format=pcsv,
,,,1,glutathione peroxidase 7 [Source:HGNC Symbol;Acc:HGNC:4559],ENSG00000116157,ENST00000361314,2882,52609051,2882.1,,,1018,,,,52602372,,2015-06-09T13:57:59Z,,,,,GPX7,52609051,52602372,,GPX7,http://vmh.uni.lu/_api/genes/1018/?format=pcsv,
,,,10,peroxiredoxin 3 [Source:HGNC Symbol;Acc:HGNC:9354],ENSG00000165672,ENST00000298510,10935,119178833,10935.1,,,1019,,,,119167703,,2015-06-09T13:57:59Z,,,,,PRDX3,119178833,119167703,,PRDX3,http://vmh.uni.lu/_api/genes/1019/?format=pcsv,
,,,10,peroxiredoxin 3 [Source:HGNC Symbol;Acc:HGNC:9354],ENSG00000165672,ENST00000298510,10935,119178833,10935.2,,,1020,,,,119167703,,2015-06-09T13:57:59Z,,,,,PRDX3,119178833,119167703,,PRDX3,http://vmh.uni.lu/_api/genes/1020/?format=pcsv,
GSS,,,20,glutathione synthetase [Source:HGNC Symbol;Acc:HGNC:4624],ENSG00000100983,ENST00000216951,2937,34955817,2937.1,,,1021,,,,34928430,,2015-07-01T19:32:56Z,,,,,GSS,34955817,34928430,,GSS,http://vmh.uni.lu/_api/genes/1021/?format=pcsv,
,,,,,,,,,2679.1,,,1022,,,,,,2015-06-09T13:57:59Z,,,,,GGT3P,,,,,http://vmh.uni.lu/_api/genes/1022/?format=pcsv,
,,CHEMBL5696,22,gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250],ENSG00000100031,ENST00000248923,2678,24629005,2678.1,,,1023,,,,24583750,,2015-06-09T13:57:59Z,,,,,GGT1,24628968,24583750,,GGT1,http://vmh.uni.lu/_api/genes/1023/?format=pcsv,
,,CHEMBL5696,22,gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250],ENSG00000100031,ENST00000248923,2678,24629005,2678.3,,,1024,,,,24583750,,2015-06-09T13:57:59Z,,,,,GGT1,24628968,24583750,,GGT1,http://vmh.uni.lu/_api/genes/1024/?format=pcsv,
,,CHEMBL5696,22,gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4250],ENSG00000100031,ENST00000248923,2678,24629005,2678.2,,,1025,,,,24583750,,2015-06-09T13:57:59Z,,,,,GGT1,24628968,24583750,,GGT1,http://vmh.uni.lu/_api/genes/1025/?format=pcsv,
GCH1,,,14,GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193],ENSG00000131979,ENST00000543643,2643,54902852,2643.1,,,1026,,,,54842008,,2015-07-01T19:32:57Z,,,,,GCH1,54902807,54842016,,GCH1,http://vmh.uni.lu/_api/genes/1026/?format=pcsv,
,,CHEMBL2111348,11,"guanylate cyclase 1, soluble, alpha 2 [Source:HGNC Symbol;Acc:HGNC:4684]",ENSG00000152402,ENST00000526355,2977,107018524,2977.1,,,1027,,,,106674012,,2015-06-09T13:57:59Z,,,,,GUCY1A2,107018524,106674012,,GUCY1A2,http://vmh.uni.lu/_api/genes/1027/?format=pcsv,
,,,4,"guanylate cyclase 1, soluble, beta 3 [Source:HGNC Symbol;Acc:HGNC:4687]",ENSG00000061918,ENST00000505154,2983,155807591,2983.1,,,1028,,,,155758992,,2015-06-09T13:57:59Z,,,,,GUCY1B3,155806790,155758992,,GUCY1B3,http://vmh.uni.lu/_api/genes/1028/?format=pcsv,
,,CHEMBL2111337,9,natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944],ENSG00000159899,ENST00000342694,4882,35809732,4882.2,,,1029,,,,35792154,,2015-06-09T13:57:59Z,,,,,NPR2,35809732,35792154,,NPR2,http://vmh.uni.lu/_api/genes/1029/?format=pcsv,
,,CHEMBL3796,4,"guanylate cyclase 1, soluble, alpha 3 [Source:HGNC Symbol;Acc:HGNC:4685]",ENSG00000164116,ENST00000506455,2982,155732349,2982.1,,,1030,,,,155666711,,2015-06-09T13:57:59Z,,,,,GUCY1A3,155730432,155666711,,GUCY1A3,http://vmh.uni.lu/_api/genes/1030/?format=pcsv,
,,,,,,,,,2974.1,,,1031,,,,,,2015-06-09T13:57:59Z,,,,,GUCY1B2,,,,,http://vmh.uni.lu/_api/genes/1031/?format=pcsv,
,,,X,"guanylate cyclase 2F, retinal [Source:HGNC Symbol;Acc:HGNC:4691]",ENSG00000101890,ENST00000218006,2986,109482072,2986.1,,,1032,,,,109372906,,2015-06-09T13:57:59Z,,,,,GUCY2F,109482072,109372906,,GUCY2F,http://vmh.uni.lu/_api/genes/1032/?format=pcsv,
,,CHEMBL2111337,9,natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944],ENSG00000159899,ENST00000342694,4882,35809732,4882.1,,,1033,,,,35792154,,2015-06-09T13:57:59Z,,,,,NPR2,35809732,35792154,,NPR2,http://vmh.uni.lu/_api/genes/1033/?format=pcsv,
,,CHEMBL1795197,12,guanylate cyclase 2C (heat stable enterotoxin receptor) [Source:HGNC Symbol;Acc:HGNC:4688],ENSG00000070019,ENST00000261170,2984,14696585,2984.1,,,1034,,,,14612632,,2015-06-09T13:57:59Z,,,,,GUCY2C,14696585,14612632,,GUCY2C,http://vmh.uni.lu/_api/genes/1034/?format=pcsv,
,,CHEMBL1988,1,natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943],ENSG00000169418,ENST00000368680,4881,153693992,4881.1,,,1035,,,,153678637,,2015-06-09T13:57:59Z,,,,,NPR1,153693992,153678637,,NPR1,http://vmh.uni.lu/_api/genes/1035/?format=pcsv,
,,,17,"guanylate cyclase 2D, membrane (retina-specific) [Source:HGNC Symbol;Acc:HGNC:4689]",ENSG00000132518,ENST00000254854,3000,8020339,3000.1,,,1036,,,,8002594,,2015-06-09T13:57:59Z,,,,,GUCY2D,8020339,8002594,,GUCY2D,http://vmh.uni.lu/_api/genes/1036/?format=pcsv,
,,,9,guanine deaminase [Source:HGNC Symbol;Acc:HGNC:4212],ENSG00000119125,ENST00000376986,9615,72257193,9615.1,,,1037,,,,72114595,,2015-06-09T13:57:59Z,,,,,GDA,72253560,72149453,,GDA,http://vmh.uni.lu/_api/genes/1037/?format=pcsv,
HPRT1,,CHEMBL2360,X,hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157],ENSG00000165704,ENST00000298556,3251,134520513,3251.1,,,1038,,,,134460153,,2015-07-01T19:32:56Z,,,,,HPRT1,134500668,134460153,,HPRT1,http://vmh.uni.lu/_api/genes/1038/?format=pcsv,
,,,8,"carbonic anhydrase III, muscle specific [Source:HGNC Symbol;Acc:HGNC:1374]",ENSG00000164879,ENST00000520921,761,85449040,761.1,,,1039,,,,85373436,,2015-06-09T13:57:59Z,,,,,CA3,85442130,85373436,,CA3,http://vmh.uni.lu/_api/genes/1039/?format=pcsv,
,,CHEMBL2095180,15,carbonic anhydrase XII [Source:HGNC Symbol;Acc:HGNC:1371],ENSG00000074410,ENST00000178638,771,63382161,771.1,,,1040,,,,63321378,,2015-06-09T13:57:59Z,,,,,CA12,63382161,63321378,,CA12,http://vmh.uni.lu/_api/genes/1040/?format=pcsv,
,,CHEMBL2095180,8,carbonic anhydrase XIII [Source:HGNC Symbol;Acc:HGNC:14914],ENSG00000185015,ENST00000321764,377677,85284073,377677.1,,,1041,,,,85220587,,2015-06-09T13:57:59Z,,,,,CA13,85284073,85245527,,CA13,http://vmh.uni.lu/_api/genes/1041/?format=pcsv,
,,CHEMBL2095180,17,carbonic anhydrase IV [Source:HGNC Symbol;Acc:HGNC:1375],ENSG00000167434,ENST00000300900,762,60170899,762.1,,,1042,,,,60149936,,2015-06-09T13:57:59Z,,,,,CA4,60159540,60149936,,CA4,http://vmh.uni.lu/_api/genes/1042/?format=pcsv,
,,CHEMBL2326,16,carbonic anhydrase VII [Source:HGNC Symbol;Acc:HGNC:1381],ENSG00000168748,ENST00000338437,766,66854153,766.2,,,1043,,,,66844379,,2015-06-09T13:57:59Z,,,,,CA7,66854149,66844379,,CA7,http://vmh.uni.lu/_api/genes/1043/?format=pcsv,
,,CHEMBL3510,1,carbonic anhydrase XIV [Source:HGNC Symbol;Acc:HGNC:1372],ENSG00000118298,ENST00000369111,23632,150265078,23632.1,,,1044,,,,150257159,,2015-06-09T13:57:59Z,,,,,CA14,150265078,150257159,,CA14,http://vmh.uni.lu/_api/genes/1044/?format=pcsv,
,,CHEMBL2326,16,carbonic anhydrase VII [Source:HGNC Symbol;Acc:HGNC:1381],ENSG00000168748,ENST00000338437,766,66854153,766.1,,,1045,,,,66844379,,2015-06-09T13:57:59Z,,,,,CA7,66854149,66844379,,CA7,http://vmh.uni.lu/_api/genes/1045/?format=pcsv,
,,CHEMBL2095180,15,carbonic anhydrase XII [Source:HGNC Symbol;Acc:HGNC:1371],ENSG00000074410,ENST00000178638,771,63382161,771.2,,,1046,,,,63321378,,2015-06-09T13:57:59Z,,,,,CA12,63382161,63321378,,CA12,http://vmh.uni.lu/_api/genes/1046/?format=pcsv,
,,CHEMBL2095180,8,carbonic anhydrase I [Source:HGNC Symbol;Acc:HGNC:1368],ENSG00000133742,ENST00000523953,759,85379014,759.1,,,1047,,,,85327608,,2015-06-09T13:57:59Z,,,,,CA1,85379014,85327608,,CA1,http://vmh.uni.lu/_api/genes/1047/?format=pcsv,
,,CHEMBL3594,9,carbonic anhydrase IX [Source:HGNC Symbol;Acc:HGNC:1383],ENSG00000107159,ENST00000378357,768,35681159,768.1,,,1048,,,,35673856,,2015-06-09T13:57:59Z,,,,,CA9,35681159,35673856,,CA9,http://vmh.uni.lu/_api/genes/1048/?format=pcsv,
,,CHEMBL2096906,8,carbonic anhydrase II [Source:HGNC Symbol;Acc:HGNC:1373],ENSG00000104267,ENST00000285379,760,85481493,760.1,,,1049,,,,85463852,,2015-06-09T13:57:59Z,,,,,CA2,85481493,85463852,,CA2,http://vmh.uni.lu/_api/genes/1049/?format=pcsv,
,,,1,carbonic anhydrase VI [Source:HGNC Symbol;Acc:HGNC:1380],ENSG00000131686,ENST00000549778,765,8975092,765.1,,,1050,,,,8945867,,2015-06-09T13:57:59Z,,,,,CA6,8967745,8945867,,CA6,http://vmh.uni.lu/_api/genes/1050/?format=pcsv,
,,CHEMBL2111457,16,"carbonic anhydrase VA, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1377]",ENSG00000174990,ENST00000309893,763,87936529,763.1,,,1051,,,,87881546,,2015-06-09T13:57:59Z,,,,,CA5A,87936516,87881546,,CA5A,http://vmh.uni.lu/_api/genes/1051/?format=pcsv,
,,,X,"carbonic anhydrase VB, mitochondrial [Source:HGNC Symbol;Acc:HGNC:1378]",ENSG00000169239,ENST00000498004,11238,15787624,11238.1,,,1052,,,,15688830,,2015-06-09T13:57:59Z,,,,,CA5B,15764665,15688830,,CA5B,http://vmh.uni.lu/_api/genes/1052/?format=pcsv,
